S11m,S11p,S21m,S21p,Frequency
5.3347214884,-55.1019345,-48.057908089,-112.28308273,2000.0
5.6627249562,-31.916288343,-52.33451386,-91.979376903,2010.0
5.8647849328,-7.287324343,-53.33426058,-86.642614485,2020.0
5.8762945356,18.292083609,-53.87623046,-86.562015931,2030.0
5.7028105224,44.194358401,-54.045717303,-101.17440789,2040.0
5.387989366,69.698622929,-54.8960508,-99.376686463,2050.0
5.0248326031,94.410553237,-48.392478291,-95.917646355,2060.0
4.7046775529,117.88213803,-41.519130511,-156.23845302,2070.0
4.5174237761,140.06016636,-46.403357035,133.15402627,2080.0
4.5198491319,161.39257621,-53.145498089,97.971111656,2090.0
4.6938442477,-177.13672323,-61.987944322,67.776550838,2100.0
4.9241573338,-154.78514603,-71.174400101,12.942267313,2110.0
5.0946076431,-131.42532643,-64.418984938,-76.541186837,2120.0
5.1646318232,-107.35205748,-57.528322577,-110.65506624,2130.0
5.1321274,-82.836449997,-51.027659266,-140.15150478,2140.0
5.0063880021,-58.195526739,-40.285890081,-177.50448025,2150.0
4.8303342904,-33.865582204,-41.756791623,32.522283058,2160.0
4.6643374173,-10.06028775,-48.797972077,9.8191804169,2170.0
4.5526057226,13.179612999,-50.858159653,-2.1180310461,2180.0
4.5296689036,35.833510991,-51.633761065,-16.34401307,2190.0
4.6268002181,58.331568681,-52.563941836,-29.734234674,2200.0
4.7791819702,81.323480114,-53.494800663,-42.264390676,2210.0
4.8814595034,104.79782898,-53.695827341,-48.877127442,2220.0
4.9393076938,128.57719746,-52.387658722,-53.945085396,2230.0
4.935851928,152.6483914,-48.01913512,-54.263781,2240.0
4.8708851512,176.75276336,-44.069191568,104.11363579,2250.0
4.7687683773,-159.41761376,-61.352799555,140.31128503,2260.0
4.6772186233,-135.9389632,-69.482993759,175.72609853,2270.0
4.6231591421,-112.78424437,-69.493149367,-122.24879325,2280.0
4.6241440632,-89.913454693,-66.086881051,-111.12006922,2290.0
4.6954778803,-67.057785377,-64.446521611,-112.22358739,2300.0
4.8112033571,-43.784367437,-61.79660719,-120.76095224,2310.0
4.8955639763,-20.023578855,-59.899800724,-142.16967458,2320.0
4.9259052447,3.9637068565,-57.433523657,-160.95622134,2330.0
4.9069424467,28.098317857,-49.579550468,-156.41810382,2340.0
4.8273794539,52.250791465,-62.798391224,-44.905045924,2350.0
4.7143838804,75.782377063,-79.895473885,49.010516682,2360.0
4.6424792826,98.933117318,-74.879093122,93.937065308,2370.0
4.6211230529,121.78010178,-73.263219268,116.15385133,2380.0
4.6561663739,144.42123545,-71.079455846,132.69049445,2390.0
