S11m,S11p,S21m,S21p,Frequency
5.5846482524,-59.83103735,-45.52986956,106.70642868,2000.0
5.9302233372,-36.587430174,-51.303497122,64.21757133,2010.0
6.1372054693,-11.837299155,-54.948931354,68.802787317,2020.0
6.1429721783,13.876787105,-44.342102084,11.119255983,2030.0
5.9632698397,39.98965186,-58.272420843,-92.048781313,2040.0
5.6394365784,65.76594645,-67.521522374,-87.483560363,2050.0
5.2613140259,90.772036442,-67.812592899,-71.500074639,2060.0
4.9240199278,114.48632552,-65.990368113,-86.504599768,2070.0
4.7286439757,136.82824178,-64.768911424,-111.04582502,2080.0
4.7269293769,158.27335153,-64.18384718,-156.11089059,2090.0
4.9064668631,179.85154355,-73.612061748,131.46239083,2100.0
5.1457432888,-157.64985285,-69.66714203,-93.553791252,2110.0
5.3165998045,-134.07126275,-67.483326152,-142.39898181,2120.0
5.3711803078,-109.75171563,-56.449517589,-165.75823774,2130.0
5.3122828118,-85.029478326,-59.290827621,71.331180025,2140.0
5.1599456267,-60.238146331,-63.361320074,33.235670864,2150.0
4.9589861748,-35.788354525,-63.897329834,4.4317822325,2160.0
4.7743341903,-11.874949878,-63.11754343,-21.981672375,2170.0
4.6551287169,11.465152315,-60.863813949,-52.110889591,2180.0
4.6231096307,34.258870818,-57.474769981,-96.167193982,2190.0
4.7084657935,56.891340238,-56.532826261,-150.62993482,2200.0
4.8457404135,80.007966625,-57.26598446,161.21776234,2210.0
4.9232026784,103.54129674,-59.212774004,111.29115649,2220.0
4.952203742,127.25293532,-59.776417527,102.68380043,2230.0
4.9229863157,151.17227519,-60.188633172,3.1941213535,2240.0
4.8442463762,175.0734715,-69.798301219,-12.68503128,2250.0
4.7342682862,-161.34439593,-72.422629981,3.8231407437,2260.0
4.6394781148,-138.14124926,-71.624914223,0.506444229,2270.0
4.5822498763,-115.29603634,-69.259895622,-7.4120648547,2280.0
4.5818370468,-92.698465213,-67.917308314,-36.684129418,2290.0
4.6587355881,-70.057253438,-68.590248915,-78.886040161,2300.0
4.7819794825,-47.016339038,-68.543648018,-104.89946742,2310.0
4.8846023058,-23.405079529,-67.435573678,-145.65634249,2320.0
4.9279637606,0.55489117949,-68.949616546,164.52602899,2330.0
4.9273484904,24.687578905,-65.372910527,88.913989585,2340.0
4.8617792027,48.929272389,-76.174557988,51.811161138,2350.0
4.7531827557,72.687586984,-77.49896263,60.485070006,2360.0
4.6854152961,95.986267211,-76.679135712,45.775867763,2370.0
4.6715310217,119.05953405,-78.261112546,33.393698143,2380.0
4.7140912642,142.00545144,-77.05248365,32.091420311,2390.0
4.7932618844,164.98928455,-73.492794032,29.153075396,2400.0
4.9164834647,-171.83468136,-71.148699471,8.7621912937,2410.0
5.0204858668,-148.337726,-67.092520445,-24.011679281,2420.0
5.0800050273,-124.62066554,-63.497915742,-68.477544892,2430.0
5.1114635527,-100.77060331,-60.586328268,-134.18047733,2440.0
5.1080514545,-76.755984714,-64.716158264,147.54305032,2450.0
5.053261955,-52.765666708,-69.831276305,107.14744037,2460.0
4.9842445108,-29.214933963,-74.928353712,87.782473498,2470.0
4.9526644125,-6.0437191935,-75.852701956,67.229693159,2480.0
4.9821208781,16.998665943,-75.231016379,59.822832079,2490.0
5.0503624018,40.004007844,-75.757305171,39.601006832,2500.0
5.1530878159,63.093801726,-74.934844165,16.296776942,2510.0
5.2882072387,86.514655495,-75.188268707,14.948513832,2520.0
5.3853709827,110.24324116,-70.34151337,6.6395037723,2530.0
5.4614238342,134.06254291,-63.884253416,-37.364973362,2540.0
5.5170121709,158.05538811,-65.75501334,-101.01050285,2550.0
5.5318887274,-177.99120044,-68.112810171,-126.81325804,2560.0
5.5346382581,-154.35042505,-67.924657603,-158.37626408,2570.0
5.5726785343,-130.97156325,-71.578528176,177.51708518,2580.0
5.6643089501,-107.64318124,-75.300175794,148.48420951,2590.0
5.8031405849,-84.18279901,-72.037576756,100.41373574,2600.0
5.9734377239,-60.424859665,-71.375023939,85.422988801,2610.0
6.1377056164,-36.306722706,-72.267425426,60.325628341,2620.0
6.2539812671,-11.862076634,-71.073044057,33.979357387,2630.0
6.3092565014,12.510007999,-67.521130298,1.4460302342,2640.0
6.3531360535,36.737018619,-70.103406854,-55.892050258,2650.0
6.3594366926,60.785139433,-75.962553324,-39.764086631,2660.0
6.3424733166,84.227838777,-69.286466927,-31.22777002,2670.0
6.3869066824,107.11032335,-68.251886195,-72.57229093,2680.0
6.5228401482,129.73252443,-69.862548571,-91.286963612,2690.0
6.7506338015,152.38647098,-71.619987885,-99.806410229,2700.0
7.0784631359,175.34908779,-72.428902218,-115.85473338,2710.0
7.4743798007,-160.950246,-69.690905008,-140.60220976,2720.0
7.871811505,-136.35310722,-65.454903837,-158.83749303,2730.0
8.204237328,-111.09484746,-59.838689805,171.06986601,2740.0
8.4427871175,-85.493301802,-51.809598132,86.884157003,2750.0
8.5817468425,-59.939701008,-57.178170813,47.186625225,2760.0
8.6314454016,-35.175368094,-54.531677828,21.901066465,2770.0
8.7552884447,-11.511067584,-55.065276986,-38.653354994,2780.0
9.0255945661,11.820623894,-59.639095022,-69.800511637,2790.0
9.3932634404,35.167728889,-60.741850702,-69.761320653,2800.0
9.8661283605,58.336585005,-65.55238293,-56.495964914,2810.0
10.444269211,82.126484547,-67.619105848,-76.597978189,2820.0
11.02807526,106.53508922,-63.858262199,-87.47486506,2830.0
11.598006397,131.40434684,-59.66148591,-91.418066596,2840.0
12.083998675,156.44574673,-52.053776002,-135.3801276,2850.0
12.479322525,-178.7635271,-55.944234992,135.90494906,2860.0
12.868366351,-155.19749325,-55.809160633,119.90930331,2870.0
13.434134014,-133.41599247,-53.776076742,46.262802063,2880.0
14.37053178,-112.58669557,-61.120413382,-15.245306205,2890.0
15.728343711,-91.601931945,-69.788277342,-15.896891448,2900.0
17.494492607,-70.300549649,-67.561249581,14.332137718,2910.0
19.863771963,-48.108557516,-64.510373951,29.130454807,2920.0
22.894770755,-22.375303022,-64.269192075,23.508683463,2930.0
26.614310422,11.98987424,-56.276463085,35.403489792,2940.0
29.255200305,58.444726462,-48.627179536,61.793723164,2950.0
29.182231265,101.28609597,-45.621410195,36.27040644,2960.0
29.460934835,121.85458906,-46.961183435,28.543492504,2970.0
31.696404106,115.83349651,-41.181095289,-31.675214434,2980.0
31.492656404,74.128876775,-51.584598004,-169.18572114,2990.0
25.410804659,56.636348767,-65.714517661,-120.53311998,3000.0
22.233539026,60.867790064,-66.837690431,-138.06166132,3010.0
19.321244463,72.844265081,-69.821749663,-169.04220306,3020.0
17.290404686,87.163064893,-71.673374561,-175.15225382,3030.0
15.827876484,103.50708533,-67.180526007,-152.86156983,3040.0
14.796233072,121.53680395,-60.274079516,171.95797049,3050.0
14.150975283,141.07699857,-55.353515482,90.500234697,3060.0
13.754927446,162.92954393,-61.293824156,80.340720865,3070.0
13.458555892,-172.87620133,-53.76396737,65.556593569,3080.0
13.029356739,-147.22099427,-50.277960988,-26.96052012,3090.0
12.498122282,-121.56663738,-60.559005348,-71.681519239,3100.0
11.985284467,-96.562927031,-60.39249875,-99.069914578,3110.0
11.458622741,-71.922571062,-64.321993806,-80.620117792,3120.0
10.899829569,-48.451927852,-60.898386112,-81.110806926,3130.0
10.521784521,-25.391237212,-58.396545766,-80.790908522,3140.0
10.277827848,-2.0856603965,-53.71440187,-104.36798945,3150.0
10.146410277,22.13157326,-49.769455238,-166.24525866,3160.0
10.062958476,48.08783226,-54.450201154,129.39724865,3170.0
9.7807965766,75.399777538,-56.377734079,125.85834701,3180.0
9.243480841,102.29943415,-51.748418265,81.166909726,3190.0
8.6228955236,127.77888183,-58.855869764,-8.3010120148,3200.0
8.0365518033,151.57396696,-65.656655216,-28.184323413,3210.0
7.5789476601,173.75583139,-68.951853479,-32.436583558,3220.0
7.1717868153,-164.65634684,-70.723125027,-56.734323937,3230.0
6.90399842,-144.37435817,-67.883046136,-90.11931689,3240.0
6.8192562013,-124.06767065,-62.121197335,-99.229413845,3250.0
6.8710003347,-102.79718288,-52.854372144,-171.15746352,3260.0
7.0784647333,-80.185169846,-56.821958042,113.97086532,3270.0
7.3245515034,-55.728100638,-60.987031238,113.17521789,3280.0
7.4785106068,-29.459640553,-54.83864074,114.04502241,3290.0
7.4600445797,-2.6408811751,-48.46870673,21.37253376,3300.0
7.3214893682,24.036741894,-58.464634596,-20.109358934,3310.0
7.0663028593,50.021018461,-62.571110828,-28.616502407,3320.0
6.7217530301,74.73486644,-63.797367899,-29.979774057,3330.0
6.3402871919,97.946597206,-63.166943433,-31.409886937,3340.0
5.9916012533,119.939766,-59.549178632,-45.529141143,3350.0
5.7843065276,141.34637037,-52.197814123,-92.836053987,3360.0
5.7501230285,163.10375912,-55.232746007,-170.314636,3370.0
5.8551187472,-173.7167287,-59.524926318,179.90524829,3380.0
5.9406713296,-149.31560717,-57.345150988,-169.00858997,3390.0
5.8911412637,-125.09538979,-49.343704396,149.22911138,3400.0
5.8869284058,-101.42262257,-54.546883611,54.82266061,3410.0
5.8310477007,-77.966479994,-59.301596036,45.260709028,3420.0
5.7752623505,-54.957499232,-61.599026343,53.949968669,3430.0
5.7044051259,-32.318060051,-60.90770652,42.748871121,3440.0
