S11m,S11p,S21m,S21p,Frequency
16.93305209,-0.29615377373,-78.389194244,95.345866268,2000.0
10.913810285,105.71152416,-83.660030113,6.9226956752,2010.0
7.2090720643,152.14198437,-85.349256616,-5.0710313018,2020.0
6.2296180571,-172.17492582,-77.874459207,-28.276327036,2030.0
7.193761928,-136.2922997,-75.126171389,-86.22343717,2040.0
11.453338429,-89.83279964,-76.457739428,-135.81913987,2050.0
18.850306028,36.226900112,-79.748458617,163.16520442,2060.0
10.065121889,125.56120722,-86.29184774,78.286739403,2070.0
6.8978403437,166.22121837,-86.996870451,-31.107031087,2080.0
6.2481029109,-160.15870618,-86.103131554,-86.541510844,2090.0
7.5279037867,-124.96479752,-93.429753435,-117.42244288,2100.0
12.204596464,-76.53926429,-87.110457946,-18.947253592,2110.0
17.683055735,51.539013637,-82.370532378,-68.284960703,2120.0
9.7917887313,131.53866115,-82.265088603,-90.766795929,2130.0
6.9548021601,171.80487266,-81.3567527,-109.61514122,2140.0
6.6348050386,-154.00061441,-79.245323848,-131.07152928,2150.0
8.6580048351,-116.92676403,-79.894270385,-171.15057995,2160.0
15.808259003,-59.824546994,-82.881478144,94.664372652,2170.0
15.285841605,95.00236621,-78.144599794,-33.32216426,2180.0
8.5229926457,148.3366099,-73.147182386,-112.60125656,2190.0
6.4266972545,-176.71240935,-72.314185866,-177.66934372,2200.0
6.4379793696,-144.50059689,-74.073044455,126.9821227,2210.0
8.6515543933,-107.32934033,-76.451856654,86.125278035,2220.0
16.001657895,-45.566252225,-73.960832677,47.10873195,2230.0
14.26132149,102.47346546,-69.207024728,-8.1021239538,2240.0
8.2124400053,154.98568739,-66.714737255,-72.15195632,2250.0
6.4806906464,-169.63483676,-66.880212063,-127.15001159,2260.0
6.8901245623,-135.8331162,-68.053475337,-170.64020121,2270.0
9.9288436704,-95.161487726,-69.67808946,152.06098598,2280.0
18.859647379,-8.6076695341,-71.726355997,115.93196629,2290.0
11.718643898,118.62731308,-74.889378674,78.334147368,2300.0
7.205863569,163.01687191,-80.063815946,35.322067225,2310.0
5.9598703061,-163.12971707,-85.150393777,12.28958094,2320.0
6.6086345676,-129.46881622,-83.817272124,-23.347190698,2330.0
10.04929139,-87.687756334,-80.218590626,-82.162851028,2340.0
19.816672013,13.826562378,-75.64353976,-136.50120398,2350.0
10.811604458,131.48449974,-74.114157664,164.80424598,2360.0
6.8778405477,173.64018959,-75.503642945,107.85345018,2370.0
5.9415036864,-152.3994851,-79.675928296,49.277669131,2380.0
6.8657568296,-117.27798516,-84.202902838,-18.788681095,2390.0
10.892959039,-70.046645376,-82.129008953,-101.15787676,2400.0
16.94689298,49.472356339,-77.251199496,-166.53892829,2410.0
9.2827340031,137.45866305,-77.555530405,132.96269445,2420.0
6.3182520198,179.05576507,-83.928798602,89.082524711,2430.0
5.7663976518,-146.66380197,-82.89278639,164.74646982,2440.0
7.155707889,-110.35150551,-75.448519112,128.65487389,2450.0
12.50794468,-57.886050493,-72.984155882,82.93857335,2460.0
15.425661019,85.074695094,-73.055974089,30.427233334,2470.0
8.0997230796,151.93777004,-74.832706105,-20.105774457,2480.0
5.7284636872,-169.84312313,-77.16984329,-72.338327585,2490.0
5.4427006393,-136.68642514,-77.798298449,-122.80079916,2500.0
7.0764184674,-99.636295669,-78.284234396,-177.91526094,2510.0
12.767553515,-41.286550766,-79.567572448,131.30284501,2520.0
13.757447792,96.682138035,-85.801092303,94.725038939,2530.0
7.6377774177,159.88235333,-83.818968166,160.80988065,2540.0
5.6614819241,-162.05624851,-75.472953889,124.21973865,2550.0
5.6792396143,-128.09000673,-71.319090462,81.082027089,2560.0
7.9125703076,-87.988346412,-69.158683511,28.544255393,2570.0
14.667929627,-13.118995672,-69.047470447,-30.244933074,2580.0
11.362867292,117.37433246,-71.114602321,-92.660332449,2590.0
6.6158860133,170.31910828,-74.668574847,-159.36988479,2600.0
5.1698927969,-153.75014183,-77.538284727,127.54603252,2610.0
