S11m,S11p,S21m,S21p,Frequency
5.1510861248,-49.09438192,-49.157340621,106.5412368,2000.0
5.398199457,-26.098635407,-52.209284568,70.391457569,2010.0
5.5597231666,-1.7187503287,-56.761978152,88.541110948,2020.0
5.5696692325,23.696176563,-54.715059492,95.418206237,2030.0
5.4218040568,49.521948462,-53.463452197,85.893352149,2040.0
5.1562323876,74.994601225,-51.980189474,74.674229079,2050.0
4.8420208028,99.74955468,-49.294533964,52.729786779,2060.0
4.5739797741,123.34450394,-44.711435791,7.2669452773,2070.0
4.4206536117,145.72965853,-47.37127888,-77.453319479,2080.0
4.437445476,167.33015967,-57.615092721,-99.766979933,2090.0
4.6026673713,-170.9577341,-60.8675062,-45.99485128,2100.0
4.8127633865,-148.52766618,-57.784002699,-53.068934172,2110.0
4.9720742175,-125.28300106,-61.236980851,-63.235316369,2120.0
5.0513385362,-101.39520451,-59.91141421,-34.286149002,2130.0
5.0328056318,-77.054484779,-58.873957601,-35.345404324,2140.0
4.9199557426,-52.528665223,-54.232968531,9.5630871856,2150.0
4.7664994104,-28.153661211,-39.557235842,-108.42393313,2160.0
4.6160411695,-4.1493456914,-49.962274125,-132.92827487,2170.0
4.500945163,19.348390066,-53.099138251,-135.86714044,2180.0
4.4657919708,42.206287715,-54.71421102,-134.58958841,2190.0
4.5549616618,64.902522139,-55.856108201,-136.23773344,2200.0
4.6866454244,88.04303984,-56.783876549,-136.23767931,2210.0
4.7876298058,111.50931677,-58.386073005,-143.22101585,2220.0
4.8641243782,135.31244141,-59.557401476,-106.46154222,2230.0
4.8672499127,159.36412928,-50.484514496,-91.409450171,2240.0
4.8114474302,-176.61221644,-31.505786348,80.353064795,2250.0
4.7259354861,-152.87946849,-49.765138216,83.992345578,2260.0
4.640803933,-129.48494489,-53.507063653,78.740702325,2270.0
4.5810225238,-106.47007351,-54.686519874,70.950528111,2280.0
4.5746852172,-83.803305852,-55.133092504,58.867109725,2290.0
4.636554815,-61.139801385,-55.247681134,49.848411675,2300.0
4.7363298922,-38.038385561,-55.148702526,41.411914707,2310.0
4.8143890338,-14.436984003,-55.001210476,34.622808946,2320.0
4.8550467545,9.3844187774,-56.096494572,40.96364451,2330.0
4.8586239413,33.437502357,-45.782864925,89.771142662,2340.0
4.7945455574,57.466625664,-47.461173445,-112.06347486,2350.0
4.7213378639,80.993339792,-55.603654492,-101.44425455,2360.0
4.6801509752,104.26412415,-58.609709077,-95.605218286,2370.0
4.6768727738,127.27606763,-60.261880326,-95.864098562,2380.0
4.7175670194,150.11380282,-61.289821532,-97.040968345,2390.0
4.8134638467,172.90982995,-61.38832166,-100.54145304,2400.0
4.9505119537,-164.00484064,-60.101591754,-113.83635392,2410.0
5.0774970281,-140.56300565,-58.559299133,-110.66749239,2420.0
5.1790932339,-116.86860624,-54.934271469,-121.53513155,2430.0
5.2531474843,-92.868990389,-46.821969233,-122.74586878,2440.0
5.2770997503,-68.530797541,-49.451922354,96.369159412,2450.0
