S11m,S11p,S21m,S21p,Frequency
16.886017546,-0.021020048817,-57.053694835,11.570650176,2000.0
10.903119354,105.69446253,-68.243188475,64.142334989,2010.0
7.2066011861,152.25231823,-72.49467544,143.10086973,2020.0
6.2204456447,-172.10138605,-67.333996155,-164.35243316,2030.0
7.1929005625,-136.24239911,-63.319292033,-146.95994673,2040.0
11.452898398,-89.708510919,-60.561695632,-113.17731564,2050.0
18.837718961,36.581878424,-56.366342128,-21.626229421,2060.0
10.048876738,125.6922991,-73.733839469,15.51730773,2070.0
6.8901976046,166.34411506,-76.957079628,-6.9132044246,2080.0
6.2339212419,-160.08863656,-74.871665615,23.098963598,2090.0
7.5196721697,-124.97827213,-81.046348634,71.846000175,2100.0
12.200407556,-76.522880727,-70.727709611,-127.2980604,2110.0
17.722132036,51.603209145,-59.741474536,-9.6026332276,2120.0
9.7850948875,131.78699217,-67.002465285,87.771441654,2130.0
6.9438402936,171.90791163,-70.754705034,147.60808625,2140.0
6.6275966029,-153.94433611,-69.90870406,-155.70338947,2150.0
8.6462843419,-116.93144033,-68.02252774,-130.85535087,2160.0
15.817563842,-60.057096374,-64.048391567,-138.3494671,2170.0
15.315962048,95.430143913,-58.720774155,-76.187542965,2180.0
8.5200202409,148.65535982,-59.31276041,-73.601219371,2190.0
6.418109761,-176.53784168,-60.127420669,-56.86120855,2200.0
6.4376502139,-144.37836177,-62.218421025,-34.937369123,2210.0
8.6448043084,-107.21908372,-61.298972201,-8.9624608555,2220.0
16.024055596,-45.782789066,-50.016561218,44.854992656,2230.0
14.265172645,102.95652215,-47.305503873,175.46266701,2240.0
8.2101636467,155.27895319,-52.725219645,-153.11114911,2250.0
6.4755798558,-169.40045592,-55.698771461,-131.77666144,2260.0
6.8851251567,-135.64339354,-56.63781043,-102.9278452,2270.0
9.9266169129,-94.952017919,-54.349249945,-69.527515136,2280.0
18.882319331,-8.3617043401,-45.335315251,5.0829329521,2290.0
11.699938093,118.95966527,-52.586086991,125.36150014,2300.0
