S11m,S11p,S21m,S21p,Frequency
10.180208646,154.97406048,-67.779003568,109.50878122,2000.0
8.5625708515,-176.09718004,-72.390250487,134.61070992,2010.0
9.3754343979,-147.04562873,-78.16013797,-175.78301218,2020.0
13.922508942,-117.21221696,-85.449018857,-152.48685812,2030.0
30.946851866,150.4763519,-60.464585483,14.941066285,2040.0
12.816647839,142.66130504,-65.240601674,6.9206935183,2050.0
9.2182755834,172.53604886,-65.078368839,21.360099795,2060.0
8.840622044,-157.9232567,-63.207945524,39.199027083,2070.0
11.259113382,-128.35192446,-59.999092524,68.164600998,2080.0
20.755983449,-101.39356094,-50.963163561,93.259221246,2090.0
17.930995624,125.61690746,-57.333067859,-67.284570147,2100.0
10.612760811,154.09548032,-70.705171763,-81.070635461,2110.0
8.5420506416,-177.35466154,-75.356061178,-120.20101994,2120.0
8.9987908706,-149.35759454,-81.808273301,-173.18476862,2130.0
12.729198532,-122.40070071,-64.591220725,100.28933827,2140.0
26.355398482,-151.63294289,-43.58464915,32.922992517,2150.0
13.791843063,150.29418572,-55.441782171,-60.722491781,2160.0
9.566896358,176.26246026,-65.358067408,-63.25749157,2170.0
8.8921598481,-156.35774203,-73.73141133,83.827249418,2180.0
10.997428627,-128.60008301,-57.27676096,99.592757157,2190.0
19.224043648,-105.29874722,-45.559839384,101.60265156,2200.0
18.570432882,135.82921774,-47.683758948,-34.604333789,2210.0
10.597935151,159.9453628,-58.200893448,-19.627831467,2220.0
8.3880846271,-171.56165617,-58.514133071,16.962313501,2230.0
8.8359296069,-142.67824592,-53.553198651,45.631415845,2240.0
12.891170681,-111.90466051,-47.315505094,59.083271588,2250.0
36.527869133,178.74711577,-23.154668932,-28.496240841,2260.0
12.330305389,145.76251921,-47.617710175,-80.79409422,2270.0
8.1405144792,176.33294126,-52.791475946,-68.710123132,2280.0
7.2587264991,-154.05893651,-53.800071764,-55.84566853,2290.0
8.6202086718,-122.01782584,-51.765188533,-34.864318817,2300.0
14.319747234,-80.346708658,-48.086561867,11.712205305,2310.0
20.299962117,90.3534769,-49.217553948,177.51872863,2320.0
9.8625711669,148.61139459,-62.736905177,-119.73070257,2330.0
7.0567511181,-176.46255077,-59.56294648,-86.240237356,2340.0
6.8461499162,-144.3745004,-55.571268222,-77.557846263,2350.0
9.113663528,-108.61028985,-51.612240272,-79.634639201,2360.0
17.988848362,-50.768657826,-41.745039451,-70.125139438,2370.0
14.081137495,117.01588891,-44.976094723,46.161682624,2380.0
7.8971550034,162.18674607,-51.097044263,52.938401524,2390.0
6.1439236101,-164.28551871,-51.965768329,61.584652554,2400.0
6.4431779468,-132.12501946,-50.794453183,89.005042328,2410.0
9.3604274174,-93.836425038,-50.547521045,132.61408705,2420.0
19.64856823,-14.216189337,-47.496091523,-155.57196773,2430.0
12.052136165,129.41036256,-66.688264275,57.409657118,2440.0
7.4033338489,173.28555571,-61.642529149,122.82646052,2450.0
6.3057880562,-152.91718192,-60.988549839,132.67457863,2460.0
7.3916928696,-118.91144871,-60.207022236,127.01381847,2470.0
12.509831532,-74.648365902,-56.873808497,127.21899682,2480.0
19.463982981,83.284255836,-54.945414837,-109.50358168,2490.0
9.3186337632,152.87050228,-72.575686908,-13.437129013,2500.0
6.5095822552,-170.43111335,-68.885778135,57.284180225,2510.0
6.2820351101,-138.23150807,-64.58078984,92.871033844,2520.0
8.5575648167,-102.81591356,-65.873560141,136.79486962,2530.0
18.033924306,-46.975157613,-62.596677727,-39.557469944,2540.0
13.739480289,131.56128208,-53.865112197,147.05906286,2550.0
7.6676818513,175.73686737,-56.01898656,165.0483331,2560.0
6.1019209196,-150.64791825,-56.718855362,165.63226979,2570.0
6.82020911,-117.02441978,-56.230121663,169.09359809,2580.0
11.03600361,-72.915766763,-52.492711414,-175.30176448,2590.0
19.680648424,61.613039185,-46.441356009,-74.172904366,2600.0
9.3765080399,151.5189055,-58.391908077,-20.138598426,2610.0
6.2047785129,-169.34746631,-63.015252408,-0.21610915351,2620.0
5.7343265802,-136.33473032,-67.681210902,22.646309672,2630.0
7.472361211,-100.2315003,-81.364485525,9.2911616431,2640.0
14.235186134,-44.343262828,-63.841873741,-63.162765634,2650.0
14.413211955,114.91211336,-60.871638825,70.684876194,2660.0
7.4901283246,170.3672824,-65.923088601,120.4566434,2670.0
5.5410920175,-153.93728274,-65.722391794,162.91748407,2680.0
5.7646598022,-120.65735437,-63.751291304,-162.27184358,2690.0
8.5190277039,-79.864879088,-62.082147792,-111.96873388,2700.0
17.473585141,6.4195360448,-62.409173668,-30.384867169,2710.0
10.629823773,140.29139821,-84.09293713,164.31401168,2720.0
6.3687781465,-173.99405275,-78.379691186,-67.851909128,2730.0
5.4069500688,-139.66185756,-82.567139207,-23.357135294,2740.0
6.4699143133,-104.45492585,-83.571889592,169.65444854,2750.0
11.16442789,-55.227106812,-69.996889109,-169.46764814,2760.0
16.117604345,89.380619972,-71.470438584,-97.948576751,2770.0
7.6636242382,164.40923618,-65.907607386,142.73966916,2780.0
5.1520044113,-156.29532103,-61.265524843,162.49402559,2790.0
4.9318224133,-121.76423245,-59.532298623,-153.24145795,2800.0
6.7895215934,-81.078813424,-58.944219345,-108.76073944,2810.0
13.205736417,-6.6511558767,-56.360397265,-41.758756876,2820.0
10.286813505,128.73593778,-61.640692389,79.234169043,2830.0
5.6932699043,-175.85087737,-68.57242217,127.20543503,2840.0
4.4138269498,-137.88283117,-72.943290501,166.34651814,2850.0
4.7837412727,-99.261660799,-75.747076125,-133.58889165,2860.0
7.2156328207,-41.238685296,-66.059627888,-65.004949655,2870.0
8.3469421708,72.187819183,-58.341537975,18.311671722,2880.0
3.9702102358,156.30631983,-60.990792166,83.545549083,2890.0
2.1780834791,-157.02133801,-61.934061104,132.29244093,2900.0
1.5875539015,-119.18433754,-62.912887362,178.40907414,2910.0
1.5861499346,-74.364218953,-62.735081064,-150.92445059,2920.0
1.992506183,0.98388339356,-62.505128983,-116.62800024,2930.0
1.1951679682,106.98909093,-63.299927179,-64.490208428,2940.0
0.011858053353,178.59063496,-64.996661966,-17.25134052,2950.0
-1.0818604305,-135.08582617,-65.762621021,35.655668857,2960.0
-3.6708690946,-90.590062644,-61.794350562,109.34854139,2970.0
-15.078652293,-27.801414013,-55.539528654,174.96969526,2980.0
-10.675636974,-175.91334464,-52.767391361,-123.50658155,2990.0
