S11m,S11p,S21m,S21p,Frequency
10.1838003,155.17481526,-66.259973224,-11.796650464,2000.0
8.5504302402,-175.93915338,-72.012712129,27.555090151,2010.0
9.3463993929,-146.91653892,-78.900701721,77.561988743,2020.0
13.872525837,-117.17604076,-80.557842852,130.76138672,2030.0
31.122562972,152.42919313,-61.709802385,-111.98431329,2040.0
12.831687724,142.83719218,-65.69363554,-128.68943303,2050.0
9.2062020241,172.69798118,-64.179545733,-119.55312984,2060.0
8.8120758313,-157.84312342,-61.58613614,-96.073618773,2070.0
11.211814734,-128.31597015,-59.109866922,-59.315146654,2080.0
20.598187469,-101.51938696,-51.074742011,-39.219953038,2090.0
17.997177474,126.05685344,-57.668831442,154.62904833,2100.0
10.615083441,154.36064455,-68.387071932,130.47781646,2110.0
8.5244105376,-177.14045547,-71.604546049,118.80108811,2120.0
8.9712578687,-149.20020436,-81.943440108,56.056143817,2130.0
12.672541421,-122.19423544,-63.218011792,-22.614067258,2140.0
26.20767695,-149.66243307,-42.664446635,-104.87658498,2150.0
13.816481618,150.61713783,-53.820306334,153.81364578,2160.0
9.5629617361,176.43927758,-62.236749507,149.30994727,2170.0
8.8743993272,-156.2021144,-68.889894415,-53.248478277,2180.0
10.960112819,-128.46305868,-52.910273478,-15.798298129,2190.0
19.107665577,-104.99028714,-44.793385031,-8.36616682,2200.0
18.646526382,136.28752731,-47.500489314,-151.09500774,2210.0
10.596746214,160.2204694,-57.754439537,-132.37924607,2220.0
8.3740745827,-171.40873425,-58.748108722,-87.10187625,2230.0
8.8131255762,-142.50211284,-54.622310942,-65.696391951,2240.0
12.82881737,-111.71853487,-47.513201282,-64.362039985,2250.0
36.911152981,-175.5448035,-21.908964701,-153.50680417,2260.0
12.370732192,145.83530507,-46.096108053,148.62335482,2270.0
8.14847347,176.51930447,-51.04308907,164.67161819,2280.0
7.2488442296,-153.90980266,-52.533500693,-171.51301322,2290.0
8.5940172043,-121.90334275,-53.906136027,-139.59716804,2300.0
14.25141329,-80.299513405,-53.994582312,-113.93649719,2310.0
20.391898787,89.838398491,-54.216922248,31.242130488,2320.0
