S11m,S11p,S21m,S21p,Frequency
-4.6444872059,80.322006302,-66.096834863,131.79075977,2000.0
-4.501457925,42.428389556,-62.73059725,82.950496414,2010.0
-4.2634924208,6.3633100694,-60.200505244,21.141430902,2020.0
-4.0329280482,-27.956381472,-58.808212997,-40.925287686,2030.0
-3.8871690161,-61.158573327,-58.372611822,-102.52261092,2040.0
-3.8786287369,-94.065789981,-58.645350857,-165.11751897,2050.0
-4.0210631255,-127.42191569,-59.991575404,129.73015712,2060.0
-4.2700032234,-161.94188098,-61.599476961,65.644006485,2070.0
-4.5364093959,161.77796232,-63.127729804,0.7285302187,2080.0
-4.7290860801,123.75128355,-66.748434837,-61.705695258,2090.0
-4.7819323962,84.902994257,-74.429026466,-68.224731339,2100.0
-4.6886235981,46.653736741,-65.67666955,-74.648864145,2110.0
-4.4929589,10.032949271,-61.281576521,-137.83247782,2120.0
-4.2703678731,-24.822091197,-59.762591753,154.45887638,2130.0
-4.1021962907,-58.405344876,-59.433405017,87.058847375,2140.0
-4.0532731989,-91.521978368,-59.387150143,24.405477184,2150.0
-4.1573150409,-124.9373182,-58.639043405,-33.808760243,2160.0
-4.3898797037,-159.26571179,-58.13565779,-93.889451444,2170.0
-4.6701284574,165.06128358,-58.806903514,-151.28431044,2180.0
-4.8962499034,127.90839922,-59.819967537,154.77249955,2190.0
-4.9863513928,89.742037695,-61.413250309,94.430647332,2200.0
-4.9174425047,51.573889542,-66.361361339,23.70364657,2210.0
-4.7392955489,14.435618842,-78.349550179,126.15800108,2220.0
-4.5474097962,-21.137991045,-61.886800202,40.137697499,2230.0
-4.4136063302,-55.273092595,-58.827186191,-40.822515492,2240.0
-4.3704326969,-88.750070255,-59.159418772,-107.69049038,2250.0
-4.4539830468,-122.47716282,-60.0307525,-160.63757442,2260.0
-4.670133812,-157.03161452,-61.012635212,142.88414037,2270.0
-4.9513838464,167.26810417,-64.063650947,81.190508602,2280.0
-5.1904409735,130.25526472,-68.828634067,19.766641612,2290.0
-5.2979219021,92.309300859,-74.577943372,-42.670936017,2300.0
-5.2389297572,54.439335199,-80.331484872,-107.28497957,2310.0
-5.0577977768,17.62492769,-88.014236758,-100.60098979,2320.0
-4.8477509611,-17.735916647,-75.862427452,-88.335772893,2330.0
-4.7012735511,-51.95955623,-67.680864381,-143.91146272,2340.0
-4.6884795637,-85.632344205,-63.240942217,151.58495419,2350.0
