S11m,S11p,S21m,S21p,Frequency
9.8559453783,154.87778706,-71.625291722,101.20511882,2000.0
8.2134014211,-177.2793972,-76.796401015,117.25069894,2010.0
8.9671980915,-149.38952404,-80.890287306,162.61106299,2020.0
13.365108697,-121.47638361,-88.569200934,-138.88265734,2030.0
28.642915394,166.3697781,-66.56081217,0.013578123765,2040.0
12.519159772,143.92412293,-68.788927509,-8.4976900865,2050.0
8.8619648951,172.1861196,-66.943852371,1.2784209451,2060.0
8.4191652283,-159.61743522,-66.254939915,16.364114598,2070.0
10.707139884,-131.54320849,-63.775800639,34.840573133,2080.0
19.425174771,-109.02735113,-54.521911298,46.638461212,2090.0
17.950528551,131.16515782,-59.504359288,-99.045328656,2100.0
10.363384048,155.39769412,-72.836251337,-125.61452008,2110.0
8.209907626,-177.40175408,-76.721839997,-157.14316366,2120.0
8.5869744101,-150.58262107,-83.068908417,150.77701888,2130.0
12.06996879,-124.8312619,-65.51311622,53.073796535,2140.0
23.894359967,-146.31617894,-46.431097189,-8.120169057,2150.0
13.612706155,152.95488788,-55.255492524,-101.90720326,2160.0
9.2728755568,176.74651276,-65.010392145,-102.36776142,2170.0
8.5229772918,-156.93656034,-73.630657614,48.930086625,2180.0
10.468594164,-130.19642156,-58.700386798,56.937403302,2190.0
17.988810136,-108.70755107,-48.002235946,50.103563249,2200.0
18.677304843,141.23164875,-47.64913129,-76.772026676,2210.0
10.368061818,161.20792643,-59.692070057,-55.824366352,2220.0
8.0642903734,-171.5056462,-61.446655774,-19.278983675,2230.0
8.4034577681,-143.51509908,-56.772077985,-4.2839557351,2240.0
12.09631307,-113.95081585,-49.618137956,3.8148342906,2250.0
31.599450723,-138.74554084,-28.47160063,-42.071261612,2260.0
12.401485648,147.51280127,-47.140565512,-135.28223318,2270.0
7.9613234252,176.84343812,-52.369931905,-116.21637338,2280.0
6.9664957842,-154.37534142,-55.311590156,-95.705572161,2290.0
8.1515675529,-123.42912137,-56.741667331,-78.544658636,2300.0
13.35334001,-84.560130392,-54.479514979,-63.579128361,2310.0
22.151536755,87.69111333,-50.463456769,93.174029831,2320.0
9.9730895445,149.14600862,-65.040561723,172.50237605,2330.0
6.9264511298,-176.25980561,-64.024273335,-155.41744066,2340.0
6.5860749855,-144.80414844,-59.52330417,-150.59248013,2350.0
8.622050023,-110.26407775,-54.191426684,-153.84130404,2360.0
16.798363865,-58.207057668,-44.705952073,-149.72852246,2370.0
14.722134877,116.48636636,-46.009830782,-30.245633494,2380.0
7.913072856,162.3419083,-52.226669394,-23.879170625,2390.0
6.000097368,-164.29113302,-54.497262242,-10.994619839,2400.0
6.1662408145,-132.76815567,-55.987694719,3.9726344162,2410.0
8.7964701926,-95.929860697,-55.376865993,22.559005974,2420.0
18.568634004,-26.411775137,-50.161328132,80.42630009,2430.0
12.518487133,128.2939016,-67.385421744,-42.823800085,2440.0
7.4227863154,173.24841388,-63.339789718,26.536265184,2450.0
6.1613835626,-152.98625331,-62.516174939,38.424310241,2460.0
7.074812184,-119.68561328,-62.07419902,36.565268467,2470.0
11.780838244,-77.191507782,-58.988583485,29.83097456,2480.0
20.573906618,74.766592734,-54.540134247,137.77105664,2490.0
9.4691230161,152.26560664,-71.887673191,-112.72110414,2500.0
6.4234555711,-170.56675892,-70.002847665,-35.692287037,2510.0
6.0553512308,-138.63670152,-68.640224437,-1.3037484752,2520.0
8.0864132579,-104.05257466,-71.526888074,21.598742506,2530.0
16.601407198,-52.617957705,-67.940449504,-170.42239286,2540.0
14.413778799,129.82370432,-55.42770792,17.283511497,2550.0
7.7179873998,175.57723716,-58.004701058,44.735624714,2560.0
5.9672384453,-150.72890397,-58.781212207,52.01862601,2570.0
6.5085002004,-117.68835604,-58.961969745,61.631656735,2580.0
