S11m,S11p,S21m,S21p,Frequency
7.1515986604,-73.603553745,-48.739326333,-51.012311284,2000.0
6.6938190307,-41.60587424,-58.080461833,-86.536816671,2010.0
6.2077807469,-8.2686286228,-66.62774819,-54.866959335,2020.0
6.3820630937,27.046968108,-52.045952292,-54.530939082,2030.0
7.1710488909,63.411087469,-59.04654631,-140.8120878,2040.0
9.6320475109,101.45805744,-58.255395673,-157.40118446,2050.0
17.303339521,115.59343183,-46.997047663,153.16483359,2060.0
13.384722805,72.973650978,-49.285152341,32.135365164,2070.0
8.9510370639,101.36669515,-50.699502632,-14.045082597,2080.0
7.2075748656,133.6062702,-49.729398273,-53.443858245,2090.0
6.4106148141,164.0533655,-50.643401702,-119.59954544,2100.0
5.963443378,-166.94426498,-55.468080346,-176.13879044,2110.0
5.6515536095,-136.57032532,-62.476078449,167.56021021,2120.0
5.7851090842,-104.1950594,-53.865694037,168.29906994,2130.0
6.5632704473,-69.749436167,-56.110764197,62.555352404,2140.0
9.0896919979,-34.13893301,-55.782926234,30.818546902,2150.0
16.219032973,-23.437013421,-48.214694761,-29.3990677,2160.0
12.330900374,-54.951976547,-51.589741405,-138.92963803,2170.0
8.2532794566,-26.115194681,-56.060566298,177.14386872,2180.0
6.7255246593,5.8755182461,-56.269254698,136.89575238,2190.0
6.0496282072,36.808676303,-55.216101565,97.270198597,2200.0
5.733298562,66.750801242,-56.523059358,45.030963215,2210.0
5.5658571377,96.851846157,-58.018182289,-12.127981099,2220.0
5.6481193998,127.2598121,-58.208482091,-30.603962212,2230.0
6.2538196397,159.72713867,-56.370830787,-121.44426048,2240.0
8.2552287767,-166.15102889,-58.52241889,-148.85860368,2250.0
13.813552929,-151.0511945,-52.732553102,166.71592371,2260.0
11.721742619,-176.89043162,-54.780155851,73.762750447,2270.0
7.9251647117,-152.2135911,-57.891915877,21.964136136,2280.0
6.4580136686,-121.75489081,-58.70887846,-13.704462984,2290.0
5.7810686351,-91.73791883,-62.428890289,-47.634205239,2300.0
5.4561032348,-62.082568213,-64.617160579,-83.49541563,2310.0
5.3444928362,-32.787919869,-64.449055288,-110.64838433,2320.0
5.4817674809,-2.5467014213,-63.73885897,-134.99352229,2330.0
6.049079388,29.472173162,-53.982582335,146.03665544,2340.0
7.8816053964,63.380733978,-56.68256298,79.139353906,2350.0
13.289920021,81.24546651,-53.346479455,14.439239827,2360.0
11.635424005,55.508898219,-57.441058304,-108.04243757,2370.0
7.7624558943,80.213272877,-65.181082816,-139.61142966,2380.0
6.2647395911,111.04658627,-72.079855503,-151.31834583,2390.0
5.6118541188,140.56229263,-72.966226628,-173.85075119,2400.0
5.3300371247,169.26543406,-72.294814142,178.61716783,2410.0
5.2605167872,-162.11695142,-69.525704552,159.30224103,2420.0
5.3764008042,-132.99544858,-65.391907521,119.41820438,2430.0
5.8589497015,-102.53343635,-59.475395631,56.65265461,2440.0
7.4562891586,-69.979702394,-59.841502844,-19.625605749,2450.0
12.006727741,-49.462481566,-56.08952374,-78.722346549,2460.0
11.385324537,-70.833453877,-55.715448956,169.3508871,2470.0
7.4960652626,-48.199731038,-62.378531132,98.47387687,2480.0
6.0242309898,-17.82559586,-66.304127035,53.242198574,2490.0
5.4363513824,11.299279402,-69.684867893,31.928955006,2500.0
5.152398106,40.002078523,-71.228007004,3.0628136978,2510.0
5.0289795959,67.935355308,-70.162445502,-22.183000858,2520.0
5.1649499858,96.122531941,-66.910353495,-61.757204428,2530.0
5.6036101135,125.65576618,-62.725892478,-125.82322454,2540.0
6.967587342,157.17840694,-63.183362243,154.88211533,2550.0
10.895992453,-179.34806168,-60.886966315,77.095355386,2560.0
11.658004669,162.19527156,-63.361556876,-56.438446212,2570.0
7.7320946404,-179.85232764,-72.837931837,-155.51980925,2580.0
6.18383502,-149.21765037,-79.692025002,151.36564472,2590.0
