S11m,S11p,S21m,S21p,Frequency
5.1463547677,-49.083104857,-50.658836696,86.705786337,2000.0
5.3940891636,-26.087976073,-52.956835238,48.744999591,2010.0
5.5571375965,-1.7219354624,-57.064298351,64.728492946,2020.0
5.5686037342,23.687737763,-54.237055132,71.179103373,2030.0
5.4231646106,49.527060459,-53.028534091,60.482590667,2040.0
5.1573808465,75.010530806,-50.886779849,46.070213387,2050.0
4.8445690149,99.777446692,-47.925862687,19.822929413,2060.0
4.5764749677,123.37129613,-44.249394007,-40.936265683,2070.0
4.4230485629,145.76333889,-49.916986748,-108.49034536,2080.0
4.4387560221,167.3699187,-59.597698071,-121.33794016,2090.0
4.603182908,-170.92300045,-62.811784369,-74.092346042,2100.0
4.8130306091,-148.48515143,-58.682610713,-74.481453171,2110.0
4.9720242,-125.23575264,-61.976773257,-86.42005226,2120.0
5.0496520446,-101.352324,-60.587636622,-59.683145664,2130.0
5.0275973448,-77.016554336,-59.361916831,-61.684423706,2140.0
4.9127475533,-52.517614742,-51.800833197,-27.65579881,2150.0
4.7603900403,-28.181796849,-47.703323952,-133.1885118,2160.0
4.6131649314,-4.1770716487,-52.858972532,-151.17310188,2170.0
4.5000459441,19.336315287,-55.008115209,-159.33644697,2180.0
4.4658991151,42.191807859,-56.197626403,-159.90255252,2190.0
4.5518190932,64.910341402,-57.003488934,-161.17111256,2200.0
4.6827252901,88.052098487,-57.626352924,-161.43685472,2210.0
4.7835590848,111.49882603,-58.699942644,-170.15138306,2220.0
4.8615676113,135.3092593,-59.632850104,-133.81212852,2230.0
4.8685811333,159.38071155,-49.567195095,-122.9778126,2240.0
4.8144882433,-176.57478895,-40.735164325,76.512577778,2250.0
4.7260201738,-152.82797345,-51.83829604,62.141701746,2260.0
4.6399557114,-129.42982532,-55.125345369,55.328733014,2270.0
4.5748940877,-106.42248335,-56.193175646,46.242881152,2280.0
4.5630792909,-83.793619521,-56.634667337,34.759723513,2290.0
4.6304884306,-61.167653346,-56.651689763,25.253865673,2300.0
4.734533329,-38.04304606,-56.490363991,16.854550537,2310.0
4.8119404648,-14.413747646,-56.103139293,11.488022743,2320.0
4.8555811864,9.4147419028,-56.287450366,15.50401566,2330.0
4.8552321321,33.456982513,-43.24592214,51.938491,2340.0
4.7872608136,57.498145694,-49.654567121,-126.52522745,2350.0
4.7196742196,81.001423204,-56.769531958,-122.0242608,2360.0
4.6838466252,104.26555703,-59.502421078,-119.88393017,2370.0
4.6831552208,127.28005688,-61.112244112,-121.83613253,2380.0
4.7256297203,150.14947345,-62.105508854,-122.82452808,2390.0
4.8166314409,172.98994461,-62.299898611,-125.97785107,2400.0
4.9476744793,-163.8943228,-61.396820789,-131.77627088,2410.0
5.0736852342,-140.46820569,-59.115645084,-138.11811267,2420.0
5.1776233723,-116.81676101,-54.97982717,-151.63797875,2430.0
5.2557392765,-92.818340953,-46.592035896,-174.78466053,2440.0
5.2770219184,-68.49427425,-51.597253712,74.674778827,2450.0
5.2239688427,-44.238094065,-57.156797809,58.77993292,2460.0
5.1528301424,-20.396528453,-60.345140795,46.370425427,2470.0
5.1141507568,2.9100382705,-63.863133682,34.873191235,2480.0
5.1262687626,25.891442566,-66.38600513,26.791805673,2490.0
5.2035481053,48.749390489,-66.859747589,20.855744384,2500.0
5.3506996162,71.750997337,-65.965005289,12.143115022,2510.0
5.5051620697,95.147379468,-64.272461653,4.8651870301,2520.0
5.6220186379,118.76491602,-60.331055735,4.006027634,2530.0
5.7396539955,142.49049232,-49.09589783,-24.454180933,2540.0
5.8286067395,166.46443661,-54.30010469,-121.06470101,2550.0
5.8785159777,-169.57161388,-59.22355566,-132.96816248,2560.0
5.9265411313,-145.82556393,-61.890753832,-140.09108038,2570.0
6.012662794,-122.28257678,-63.423691043,-146.93789182,2580.0
6.1467282991,-98.840341929,-64.221002756,-152.27796923,2590.0
6.3280600558,-75.329567613,-63.395932707,-157.44302979,2600.0
6.555903532,-51.507243291,-60.939704688,-166.44484875,2610.0
6.7917566751,-27.330962294,-56.672870804,-177.47230248,2620.0
6.9877849953,-2.8121657327,-51.525186489,167.75939461,2630.0
7.1528887416,21.752093095,-41.673195391,141.11953042,2640.0
7.2605184123,46.464867446,-49.313712198,22.049071635,2650.0
7.2944053865,70.970382051,-53.373639816,22.792991955,2660.0
7.3114032875,94.678177346,-56.88064322,6.2042645046,2670.0
7.3973021821,117.76125813,-61.528924511,-7.2955576978,2680.0
7.5539078265,140.17802771,-65.883637374,-17.285365604,2690.0
7.8650083546,162.19575158,-68.865927128,-25.748748312,2700.0
8.3551160356,-175.52218992,-71.666742913,-18.583594923,2710.0
8.9670163948,-152.41885392,-68.006173355,17.646228255,2720.0
9.629457524,-128.33307373,-59.460604767,20.841209554,2730.0
10.282020857,-103.31841073,-48.768551124,5.0577552295,2740.0
10.858654084,-77.454694753,-49.390188613,-96.610821723,2750.0
11.273884439,-51.159721873,-54.751562732,-69.021559753,2760.0
11.513134972,-25.690622335,-53.276283894,-67.560932338,2770.0
11.802391864,-2.1018732961,-53.884425004,-79.260776375,2780.0
12.217995498,20.363320737,-56.460315942,-99.23405136,2790.0
12.806627233,42.221306293,-60.568923038,-124.71150107,2800.0
13.588432199,63.670150904,-60.52550272,171.49687866,2810.0
14.596706712,85.12166895,-53.647447193,117.53825072,2820.0
15.864391315,106.21930057,-47.172933903,89.497413308,2830.0
17.381967724,126.80568062,-42.904573721,56.880306778,2840.0
19.122901879,147.29201943,-41.014782713,19.098287553,2850.0
20.827330578,168.22298179,-45.242956114,22.413496239,2860.0
22.143557406,-173.08810628,-40.212505631,41.529285931,2870.0
22.832133374,-161.26986,-36.544690193,15.235962179,2880.0
22.673031893,-156.14394437,-36.211109566,-28.503176907,2890.0
21.663218474,-152.67635026,-37.772306611,-73.53225928,2900.0
20.174466555,-147.15846276,-39.486248262,-115.94259738,2910.0
18.745441311,-138.24295347,-41.324581446,-149.8659572,2920.0
17.619167685,-125.68574759,-42.020161177,-171.56462029,2930.0
16.748854809,-110.25812737,-41.771697129,166.86451586,2940.0
16.152219172,-93.463532799,-40.528951928,141.38378181,2950.0
15.905804209,-73.250253378,-41.933091334,117.43282127,2960.0
15.697973586,-49.390557906,-43.828206328,142.89192844,2970.0
15.198363549,-21.536799457,-39.84934621,147.03365881,2980.0
14.259482352,6.831353591,-38.17244332,119.61064439,2990.0
13.102172421,35.19200391,-41.867518322,88.833473472,3000.0
12.053714712,59.099937174,-47.587858051,70.509716848,3010.0
11.06036026,82.494303662,-51.461833582,64.042229284,3020.0
10.270318015,104.72561771,-53.207140663,57.841712695,3030.0
9.6460401659,126.26886889,-54.318298968,48.626620786,3040.0
9.1861731917,147.23372825,-54.473729314,39.139386036,3050.0
8.9614080382,168.2985383,-54.654589373,23.574381241,3060.0
8.9234983303,-169.66185756,-57.749870969,18.317178397,3070.0
8.9328298003,-146.11535584,-54.473042963,42.580413565,3080.0
8.8832394925,-121.48779393,-47.86544863,6.5435610428,3090.0
8.7247691463,-96.340789779,-50.486701476,-65.811756071,3100.0
8.4578041272,-71.451629227,-55.930507039,-92.393178894,3110.0
8.1037943201,-47.185808021,-59.041172097,-104.16270655,3120.0
7.861540805,-23.584992786,-60.129008932,-117.38272623,3130.0
7.6131588285,0.083917107207,-60.848902637,-127.19003564,3140.0
7.4423296332,23.823939486,-60.538465234,-136.463818,3150.0
7.3640558906,47.70207643,-60.402562728,-145.0559458,3160.0
7.315505253,72.255384611,-62.786608384,-150.07622755,3170.0
7.1951961545,97.30042975,-63.716548707,-105.3917402,3180.0
6.9857599277,122.13702513,-54.918668938,-98.70948174,3190.0
6.7494320343,146.40203644,-52.283197248,178.71092361,3200.0
6.5208284774,169.92032107,-59.564587816,154.61471299,3210.0
6.3080461798,-167.27971761,-61.850862853,149.04365415,3220.0
6.1055270331,-145.27221794,-62.378002318,147.10500789,3230.0
5.9448244194,-123.64138601,-62.296332682,148.02320607,3240.0
5.8414903405,-102.11845475,-60.922243605,145.46905479,3250.0
5.8712187302,-80.364501695,-59.710076323,138.86013368,3260.0
6.0256786912,-57.733810827,-59.875123644,127.64575194,3270.0
6.2146709283,-33.535826596,-60.220784226,142.26549025,3280.0
6.3232210058,-8.1159149257,-54.235909133,153.50726387,3290.0
6.3361510917,17.797489755,-43.888332239,90.574294012,3300.0
6.2449136813,43.516967522,-54.279233653,24.752013012,3310.0
6.0402987938,68.411199237,-60.792088299,23.52335398,3320.0
5.7884630166,92.204397762,-64.00679429,25.29306372,3330.0
5.5495309704,114.87364136,-65.502970472,28.772547849,3340.0
5.333030525,136.75227266,-65.474718873,30.383187336,3350.0
5.1885833999,158.35075886,-65.56358063,27.906814033,3360.0
5.1714122401,179.96979967,-68.35723891,21.197772231,3370.0
5.2745313201,-157.40686301,-73.696511238,42.991082613,3380.0
5.3755791626,-133.89659639,-69.879386602,71.349302761,3390.0
5.4790737415,-110.36387313,-63.731515503,58.144061818,3400.0
5.5566342932,-86.59564951,-73.198227934,-63.592869534,3410.0
