S11m,S11p,S21m,S21p,Frequency
9.3085124892,162.36103938,-51.38492881,15.717780503,2000.0
8.278660325,-168.55061634,-52.972222965,19.303019377,2010.0
9.6492788372,-138.85673504,-51.297200338,26.396693007,2020.0
15.600983114,-107.21052551,-44.772099849,32.936546955,2030.0
23.41613547,118.02265887,-37.257079677,-131.64212008,2040.0
11.45794877,146.90547123,-51.764701907,-133.11052386,2050.0
8.6426328913,177.9478032,-60.152368404,-134.75905978,2060.0
8.6699411404,-152.13584251,-64.948243346,-164.75154994,2070.0
11.686491675,-121.54742419,-57.585842773,162.61605267,2080.0
24.343379174,-92.801439517,-39.778596778,156.65021196,2090.0
15.897285035,129.07699208,-45.616642831,-5.1855401297,2100.0
9.9220663861,159.64282183,-51.123810737,0.40967475112,2110.0
8.3116556581,-171.60996015,-52.893120873,0.71376534224,2120.0
9.1894092706,-143.32708039,-52.001008839,4.8172645457,2130.0
13.788615123,-116.28650081,-47.451592372,11.078647362,2140.0
26.478104498,170.58791101,-34.046060512,-82.779838422,2150.0
12.636266238,154.09385003,-47.720017327,-124.8759013,2160.0
9.1564078235,-178.60029968,-52.852038197,-125.70746321,2170.0
8.9233630234,-150.76028215,-56.699525844,-138.39652929,2180.0
11.668944987,-122.25654739,-55.513270159,-173.48239275,2190.0
22.844090599,-103.04090057,-41.619230653,157.38839221,2200.0
15.981826586,138.43979617,-45.019959768,15.530198618,2210.0
9.7286626275,165.83886601,-49.11399716,23.05106002,2220.0
8.0690125849,-165.47162189,-49.383361148,22.218181905,2230.0
8.951421617,-135.93873065,-48.048574445,19.251613346,2240.0
13.870758553,-103.71435243,-43.677749745,25.087067054,2250.0
27.294236342,123.46901145,-31.079883172,-130.64852338,2260.0
11.197471392,150.86146578,-48.190694008,-122.75157617,2270.0
7.705239577,-177.92946348,-52.543684721,-97.051098346,2280.0
7.1442857134,-147.7502732,-54.918603952,-68.430790865,2290.0
8.8422172679,-114.36752706,-56.105008509,-40.260652734,2300.0
15.455869387,-67.706684034,-53.870825827,-1.8432925258,2310.0
17.555790876,100.97156806,-62.904818866,173.23050967,2320.0
9.1966808075,154.13601536,-65.385166004,23.964752715,2330.0
6.8497222603,-171.02289651,-61.762732967,46.570399763,2340.0
6.9066023778,-138.49582508,-59.129070715,63.829624687,2350.0
9.5790463624,-101.48800986,-54.086194482,87.746424593,2360.0
19.817981359,-33.565434478,-41.147699324,130.87506739,2370.0
