S11m,S11p,S21m,S21p,Frequency
16.886377155,-0.021818180644,-56.975350291,12.524170689,2000.0
10.903402287,105.69894435,-68.146104876,68.035381958,2010.0
7.2064954768,152.25331106,-72.96592927,141.29039015,2020.0
6.220582868,-172.10079428,-66.880577427,-166.21823162,2030.0
7.1927641978,-136.24062229,-63.417238889,-145.34521594,2040.0
11.453096236,-89.705351963,-60.2275385,-116.45248348,2050.0
18.837299497,36.586123323,-56.073994678,-22.920972542,2060.0
10.048879557,125.69372464,-74.11386129,20.745840136,2070.0
6.890441167,166.34443836,-75.553295486,-3.0398244677,2080.0
6.2342463392,-160.08764826,-75.187233374,25.841492537,2090.0
7.5197636328,-124.97683924,-80.553454703,58.87343752,2100.0
12.200509307,-76.522600921,-70.802182953,-119.91043669,2110.0
17.721782181,51.613668824,-59.506135839,-8.094910752,2120.0
9.7848917018,131.78748968,-67.380458889,88.028422565,2130.0
6.9440678671,171.90842547,-70.792425742,146.11958539,2140.0
6.6277898118,-153.9435652,-70.037573543,-157.83919787,2150.0
8.6464608248,-116.93209124,-67.986033485,-129.6365049,2160.0
15.818256576,-60.052866867,-64.290829055,-128.66853984,2170.0
15.31685225,95.437492201,-58.464211361,-80.606968061,2180.0
8.5202928166,148.65765977,-59.248407675,-71.770471235,2190.0
6.4181467169,-176.53712396,-60.108252195,-57.016815475,2200.0
6.4379170258,-144.37770836,-62.204525938,-35.997751884,2210.0
8.6448443304,-107.21525364,-61.418620287,-10.508298673,2220.0
16.02476626,-45.789137929,-50.102798018,46.321270787,2230.0
14.265227885,102.95983769,-47.375108577,174.46201659,2240.0
8.2103428824,155.28139361,-52.641624362,-153.98292245,2250.0
6.4758326422,-169.39985445,-55.685675066,-132.49888504,2260.0
6.8853232724,-135.64512778,-56.607415355,-103.22315118,2270.0
9.9270726125,-94.954335678,-54.072705942,-68.914858347,2280.0
18.883167963,-8.3587347021,-45.489144729,4.6769358419,2290.0
11.699907117,118.963729,-52.338881122,123.93904081,2300.0
7.2009233641,163.19644327,-60.252146724,-170.50556583,2310.0
5.960159338,-162.92476901,-69.41998826,-111.36585115,2320.0
6.5996147456,-129.31705877,-68.347792149,-79.40396503,2330.0
10.05803354,-87.58617122,-59.260827377,-54.98229079,2340.0
19.858571675,14.456440475,-46.221792284,28.245815813,2350.0
10.780623798,131.85865129,-55.40986986,116.14323574,2360.0
6.8566866067,173.85554548,-61.66668169,134.7135519,2370.0
5.9275805983,-152.2281009,-66.083768328,151.73876134,2380.0
6.8412045625,-117.19433535,-68.989624975,146.9371379,2390.0
10.87374716,-70.134751142,-61.57556106,145.80963452,2400.0
16.978354904,49.683773706,-48.632528291,-114.02020118,2410.0
9.2905451951,137.74720234,-56.921847437,-24.394116997,2420.0
6.3098249364,179.34173366,-70.321215927,23.259093239,2430.0
5.7513216533,-146.47367869,-69.742632919,169.58415074,2440.0
7.1429531783,-110.21917256,-60.003764202,-155.02976239,2450.0
12.480478633,-57.7956572,-51.765541259,-123.54193492,2460.0
15.437002241,85.266899487,-48.798779018,-7.7312957563,2470.0
8.1002535322,152.11362573,-58.414827851,41.958556225,2480.0
5.7232493955,-169.64785017,-63.445321251,71.611503215,2490.0
5.4307782395,-136.57932902,-65.991668503,91.161312897,2500.0
7.0762198374,-99.576135294,-63.577140983,111.63095302,2510.0
12.768156603,-41.180558773,-56.47772457,160.10524344,2520.0
13.776589067,97.01289997,-60.093252896,-44.756363473,2530.0
7.6271638108,160.13310158,-67.469966245,126.69523729,2540.0
5.6561438742,-161.90865747,-61.397994788,174.32350726,2550.0
5.6695372502,-127.9557194,-57.08570405,-165.26021002,2560.0
7.9100841367,-87.923298054,-52.357150846,-150.64885661,2570.0
14.688937819,-12.904807352,-44.562794748,-110.27195923,2580.0
11.363070254,117.79583101,-49.108464874,-4.864573162,2590.0
6.5986487889,170.61264399,-58.654981849,31.235441182,2600.0
5.1537280607,-153.61520179,-64.921209372,42.592993746,2610.0
5.5139868755,-119.80606457,-65.312278291,54.031000285,2620.0
8.1893402111,-77.568338055,-64.913844656,91.841370825,2630.0
15.453271589,7.9500932179,-69.97344859,171.20707551,2640.0
10.415212547,130.8670206,-67.711902977,62.633695628,2650.0
6.2628258096,179.75981475,-66.229319191,76.840297435,2660.0
5.0920075256,-145.03362714,-67.429143371,81.870822214,2670.0
5.6929582929,-109.7640288,-72.144284148,77.707209807,2680.0
8.7774464548,-62.140782925,-66.872997929,-9.7087707304,2690.0
14.48696376,40.810852872,-55.18616473,61.972574023,2700.0
8.6594741798,141.18980707,-64.364706349,161.33694683,2710.0
5.5213140559,-173.08970066,-74.001611847,-158.17640605,2720.0
4.7930502037,-138.03194361,-82.739644279,-38.730244859,2730.0
5.6885054545,-101.44591019,-74.964895216,53.747053269,2740.0
9.3135663295,-49.482579418,-71.306550465,159.54802369,2750.0
13.444796939,65.730390916,-59.224081307,-70.580903442,2760.0
7.3599487576,151.33547274,-59.427415087,-8.0764375724,2770.0
4.7129822669,-165.27612129,-59.173503679,19.940022358,2780.0
4.1426394008,-130.04085649,-58.351660227,39.721847901,2790.0
5.0042279543,-91.371914315,-56.915742821,72.231559089,2800.0
8.2902447293,-33.231603175,-56.41013914,128.02021871,2810.0
10.418004934,78.963670362,-57.254070417,-147.11278202,2820.0
5.986057671,157.76759631,-62.424315858,-103.99065459,2830.0
4.0633389301,-158.03523464,-64.865489427,-85.061724197,2840.0
3.6999661463,-120.97797704,-67.449883688,-53.698781708,2850.0
4.5065760549,-77.319649456,-71.473067722,6.8152992952,2860.0
6.5840301724,-4.3297817407,-62.810314227,137.03806774,2870.0
5.1129716109,100.54026685,-55.470695434,-141.19558588,2880.0
2.3697373473,167.72995108,-54.973398812,-98.650745903,2890.0
1.2901152345,-149.62147661,-55.366742971,-65.218019619,2900.0
0.80168784392,-112.32150794,-55.89988791,-24.104324,2910.0
0.49201887265,-65.924416013,-56.350451565,28.853794539,2920.0
-0.043870478131,10.660677891,-57.709814874,82.956508461,2930.0
-0.84818038445,110.13172809,-62.577517885,145.80064954,2940.0
-1.3123079777,177.72699381,-70.734666374,-150.53498173,2950.0
-2.2673869655,-138.46738033,-74.477094837,8.9457887948,2960.0
-4.9924237538,-101.75396527,-62.779106691,86.495360442,2970.0
-12.983882164,-84.315894568,-56.718348252,138.98565156,2980.0
-12.952449046,-135.35479983,-53.950835109,-167.78002455,2990.0
-10.719848393,-112.72465938,-54.769078056,-121.20543185,3000.0
-16.339480649,-75.183778606,-56.697461557,-78.636472641,3010.0
-17.131381609,131.35929499,-58.202331901,-37.03454793,3020.0
-7.315236925,171.93825294,-60.358478584,8.9638894918,3030.0
-3.9429239843,-154.62360561,-63.39514145,42.921459597,3040.0
-2.3963295901,-121.3447357,-66.509745611,81.904333079,3050.0
-1.5438021657,-80.310012863,-69.36683516,149.26443818,3060.0
-0.25489580832,-15.642905716,-64.314127025,-104.11899333,3070.0
2.1850964987,83.600432655,-57.931003109,-16.437501437,3080.0
2.3977836508,165.26890818,-58.354335536,42.856662831,3090.0
2.0659194846,-145.58699365,-59.909646455,73.771003093,3100.0
2.2123488571,-105.7492535,-61.15379879,96.985249339,3110.0
3.248572333,-59.34341555,-60.348220036,124.5956485,3120.0
5.9159058683,14.547861161,-57.232630126,-169.46326722,3130.0
6.2457876901,116.72425776,-58.031803618,-71.106817306,3140.0
4.3199048199,-177.40146645,-65.115428176,-0.87964711621,3150.0
3.6829264314,-135.27888623,-68.058277221,59.604790367,3160.0
4.2210408579,-98.05977459,-66.000475763,122.52527004,3170.0
6.7026720701,-52.491682243,-59.971614992,-170.23509337,3180.0
12.683112152,35.08527719,-54.383686495,-82.298137644,3190.0
8.9466135254,150.64718148,-60.450224171,19.828007504,3200.0
5.5300285432,-157.13027874,-65.154044884,46.92620998,3210.0
4.6813418418,-120.46598086,-66.391124001,56.216901856,3220.0
5.4800260698,-84.686045119,-64.290529305,61.72818118,3230.0
8.9589226656,-37.986730741,-58.50301702,93.718780597,3240.0
15.661401471,68.117428477,-52.839214651,-171.14913167,3250.0
9.325741083,169.05975726,-60.752964892,-85.403072528,3260.0
6.2666488769,-146.48038518,-65.361641011,-44.389641708,3270.0
5.7392547852,-112.12727574,-62.461094021,12.636996153,3280.0
7.2337815234,-77.132923064,-56.372334959,72.304477318,3290.0
12.921291009,-28.222641239,-48.543685243,108.35328662,3300.0
17.234557588,125.90481728,-43.6824112,-121.30240726,3310.0
8.8018901342,-168.96424022,-53.349111323,-70.647935572,3320.0
6.4074335527,-132.56072549,-57.593412994,-39.275284959,3330.0
6.3493142887,-100.96761059,-58.310555054,-12.135754583,3340.0
8.5922478401,-67.049227304,-56.119149492,23.045101315,3350.0
16.626651432,-17.519883365,-48.443325208,72.2593302,3360.0
16.06435126,158.04429463,-50.437002917,-113.93273238,3370.0
8.8815992939,-154.92625989,-58.843520886,-50.048393377,3380.0
7.0089927818,-121.8349398,-61.462818521,28.65608316,3390.0
7.5847523341,-90.720302441,-60.446978703,72.861117682,3400.0
11.41233471,-55.446300859,-56.752046976,97.043789192,3410.0
31.269306165,37.340744845,-37.208813887,-176.59438795,3420.0
12.209704167,-173.19058159,-57.795065676,-26.798297646,3430.0
7.8853633289,-138.59912753,-64.737807718,0.010316249429,3440.0
6.9598277431,-108.5002446,-68.699392153,30.224102992,3450.0
8.2792089926,-78.096936624,-70.946692236,62.158585584,3460.0
13.598331527,-41.506098553,-90.715644051,-117.84717158,3470.0
24.411754525,144.84174476,-54.846773709,77.772258556,3480.0
10.621905787,-160.41254657,-64.934173156,131.56918691,3490.0
7.467179117,-127.12354249,-69.404721911,151.78118303,3500.0
7.2125879832,-96.232972227,-70.898136207,159.44137995,3510.0
9.4181556832,-62.191408304,-69.789789279,-174.65594374,3520.0
17.781911855,-12.030439482,-60.007417501,-136.61416651,3530.0
15.78623678,163.16144766,-63.833976049,30.909991172,3540.0
8.7342141985,-152.13824629,-71.937707372,86.527331766,3550.0
6.6913268449,-119.6356618,-72.817372494,148.25175796,3560.0
6.8793742465,-88.503375145,-70.961438632,-136.34276084,3570.0
9.4884125136,-52.612689078,-68.332163139,-89.501095323,3580.0
18.975925027,9.7116166864,-61.309114967,-31.654361575,3590.0
13.704717009,170.9956483,-71.068524998,152.05936806,3600.0
7.9595448878,-144.79428542,-78.548212621,-121.09761075,3610.0
6.4556119992,-111.18308615,-74.820830065,-66.429214134,3620.0
6.9740370056,-78.791365772,-69.179071563,-34.943525047,3630.0
10.133166274,-40.009282932,-65.564948891,24.193947027,3640.0
19.819531302,44.423091118,-60.706530276,130.67064755,3650.0
12.030019697,176.28295427,-70.170353266,-63.819286697,3660.0
7.4241623477,-140.35918072,-70.622857151,-15.746236606,3670.0
6.2451710973,-106.40555586,-70.242140524,-13.399247847,3680.0
7.0049933655,-72.902484436,-67.703688577,-9.1259168771,3690.0
10.840486325,-31.437404,-61.839984223,10.668761177,3700.0
21.189085662,83.715300851,-49.805805745,107.58379211,3710.0
10.732113616,-169.47697632,-58.740474273,-160.12285633,3720.0
7.0841760627,-128.58599675,-57.712980849,-136.12767536,3730.0
6.3265050541,-95.051042605,-45.214366038,67.84308282,3740.0
7.5701004208,-59.912330499,-60.661121477,81.395485477,3750.0
12.293244544,-11.439646916,-60.711444513,103.91915762,3760.0
17.117993715,122.12144452,-60.861732437,-137.30260923,3770.0
9.1514607758,-161.74091475,-70.854733559,-62.591551012,3780.0
6.4636791796,-121.06682694,-73.586925102,-49.154851341,3790.0
6.1904968028,-86.359045209,-71.794232844,-35.33010869,3800.0
8.1566680468,-48.148118264,-66.171507979,-13.840232395,3810.0
15.013450634,14.872306186,-52.233579239,53.116214839,3820.0
13.599151403,159.85979071,-55.107526233,-101.76467844,3830.0
7.6484135957,-143.9649608,-67.424409619,-10.626757731,3840.0
5.830716856,-106.46294414,-75.232277198,34.265226427,3850.0
5.9516556099,-71.056505167,-84.610316073,31.608748478,3860.0
8.226863731,-27.699206259,-73.907383443,-70.884190492,3870.0
13.688784915,54.113533749,-61.925796791,-19.950531324,3880.0
10.279294853,167.10956334,-64.66882982,86.954069494,3890.0
6.3924458898,-138.04156071,-69.373690745,138.82858206,3900.0
5.2820547107,-99.185368253,-70.289931673,-163.4022926,3910.0
6.0008369991,-61.047075951,-66.81876152,-80.870122283,3920.0
9.2168030802,-9.7076415645,-65.8586738,-8.4548440277,3930.0
13.408998927,95.086497989,-63.457488762,108.22893136,3940.0
8.1627999301,-173.57301795,-69.364367274,-150.20395914,3950.0
5.316411092,-126.56877039,-72.267120109,-96.07206603,3960.0
4.5782947395,-89.892828492,-69.636920703,-71.082160842,3970.0
5.3580476312,-51.730779927,-65.122616347,-54.533569376,3980.0
8.3395905297,2.3269623357,-59.234487172,-1.3705871095,3990.0
11.567502333,103.45591303,-55.35831932,96.798614783,4000.0
7.437942724,-168.88089336,-60.322950892,174.66995582,4010.0
5.135309456,-121.06347388,-62.941153309,-125.5613548,4020.0
4.781569867,-82.905779272,-66.783046335,-53.945848922,4030.0
6.0043327952,-41.688950793,-69.514373146,-7.0379362448,4040.0
9.5889477465,20.07391295,-66.639468162,46.244371591,4050.0
10.813599427,129.26352987,-66.031417478,154.16610597,4060.0
6.539148631,-157.17235213,-72.164196527,-135.85939003,4070.0
4.720647657,-113.30133427,-77.121542659,-116.51396976,4080.0
4.6617435078,-76.00220236,-74.839891052,-79.721963311,4090.0
6.2287539924,-33.640581413,-69.970887604,-35.883245088,4100.0
10.709462244,33.032904532,-62.657625836,40.329736485,4110.0
11.037167091,151.43353141,-59.040679703,161.15281827,4120.0
6.6548851186,-141.1499431,-63.797199668,-106.21085488,4130.0
5.2057978721,-98.340720628,-70.798223284,-53.05235862,4140.0
5.5749645464,-58.602357666,-72.445531723,-34.544371804,4150.0
7.9516898758,-8.6157894906,-70.676332894,-1.6458310531,4160.0
12.000841961,81.060705032,-64.19632803,86.641795225,4170.0
8.5314499596,179.62097322,-63.169480838,171.83045267,4180.0
5.6749809347,-127.44950658,-62.231585599,-172.45456715,4190.0
5.0246021783,-87.548891214,-54.992093489,-168.00055422,4200.0
6.0121618219,-47.280906462,-52.330426803,9.555056745,4210.0
