S11m,S11p,S21m,S21p,Frequency
6.3056564264,-137.43329173,-59.099182541,41.073568675,2000.0
8.0424738396,-107.30568996,-56.095267796,63.66256092,2010.0
11.916829989,-65.098870139,-53.987961231,105.82068524,2020.0
16.579849159,21.263402519,-52.209500865,-156.08170033,2030.0
11.798314938,104.64497119,-59.306186941,-61.433380617,2040.0
8.2020676818,145.57658145,-64.681357869,9.8491645616,2050.0
6.6475725225,175.78435042,-64.268852579,37.128279093,2060.0
6.29268553,-157.17110204,-62.903293982,53.271931036,2070.0
6.968366913,-129.71334916,-61.948201222,76.993474333,2080.0
8.9992461547,-97.510320425,-64.404951148,103.67304519,2090.0
13.114579155,-50.461142504,-60.733554311,-58.594808378,2100.0
15.915330327,39.059769048,-46.873336467,4.3609476706,2110.0
11.228202551,109.66616286,-48.240808427,56.421673844,2120.0
8.0423739688,148.28807803,-51.574647214,86.396711023,2130.0
6.6139228816,177.75501778,-55.058188658,114.00263231,2140.0
6.3463110237,-155.48664098,-56.092151481,152.77264755,2150.0
7.1803788796,-127.82940382,-53.766899074,-171.45667377,2160.0
9.5654094435,-94.804746973,-49.195306815,-149.41884507,2170.0
14.554331074,-43.632331868,-41.696006409,-121.426683,2180.0
16.145541293,58.570601707,-38.140488603,-36.536341042,2190.0
10.603626803,119.97698526,-45.169553168,18.117194436,2200.0
7.6132117567,154.1099972,-52.85436608,25.931149557,2210.0
6.3190092035,-178.74048388,-56.868407838,-20.549244141,2220.0
6.1072564005,-153.23575734,-53.56175479,-57.890584633,2230.0
6.9262069249,-126.25676987,-51.2433349,-65.792027941,2240.0
9.2595368774,-93.750317126,-48.826420976,-59.969141272,2250.0
14.385677622,-43.145396445,-43.787832234,-32.778458511,2260.0
16.140600614,64.474224966,-42.771123241,54.100462973,2270.0
10.160554512,125.92349253,-50.694148314,90.880690292,2280.0
7.1190371565,159.42926752,-55.305750408,101.0860698,2290.0
5.8171290256,-174.11654536,-56.875398831,124.48571637,2300.0
5.5010040597,-149.34053499,-59.368385031,156.65495569,2310.0
6.0747654075,-123.3049925,-61.028819864,165.98185346,2320.0
7.9277350483,-92.16686665,-57.696390627,154.88686597,2330.0
12.061385446,-46.685399325,-49.092549916,159.28009651,2340.0
15.72589269,46.815535175,-42.192471984,-140.04459745,2350.0
10.561329944,121.09577335,-46.100547473,-92.247358204,2360.0
7.2937777735,159.02948989,-48.189891313,-72.820491742,2370.0
5.8707992417,-172.18313159,-49.595173839,-51.159858085,2380.0
5.4652370722,-146.08298513,-52.827525197,-29.973010522,2390.0
5.9212097842,-119.39589803,-55.229691854,-20.098752249,2400.0
7.592345255,-87.957110501,-55.141851695,-5.982338709,2410.0
